@relation sign

@attribute Attribute-0 {'\'(-0.003906-0.089844]\'','\'(-0.113282--0.003906]\'','\'(-0.183594--0.113282]\'','\'(-0.300782--0.183594]\'','\'(-0.386718--0.300782]\'','\'(-0.535156--0.386718]\'','\'(-0.699218--0.535156]\'','\'(0.089844-0.128906]\'','\'(0.128906-0.160156]\'','\'(-inf--0.699218]\'','\'(0.160156-inf)\''}
@attribute Attribute-1 {'\'(-0.027344-0.058594]\'','\'(0.058594-0.238281]\'','\'(0.238281-0.316406]\'','\'(0.316406-0.433594]\'','\'(0.433594-0.488282]\'','\'(0.488282-0.574218]\'','\'(-inf--0.027344]\'','\'(0.574218-inf)\''}
@attribute Attribute-2 {'\'(-0.003906-0.011718]\'','\'(0.011718-0.035156]\'','\'(0.035156-0.089844]\'','\'(0.089844-inf)\'','\'(-0.027344--0.003906]\'','\'(-0.050782--0.035156]\'','\'(-0.136719--0.050782]\'','\'(-0.035156--0.027344]\'','\'(-inf--0.136719]\''}
@attribute Attribute-3 {'\'(-inf-0.041667]\'','\'(0.041667-0.125]\'','\'(0.125-0.208334]\'','\'(0.208334-0.541667]\'','\'(0.875-inf)\'','\'(0.541667-0.875]\''}
@attribute Attribute-4 {'\'(0.125-inf)\'','\'(-inf-0.125]\''}
@attribute Attribute-5 {'\'(0.625-inf)\'','\'(0.125-0.625]\'','\'(-inf-0.125]\''}
@attribute Attribute-6 {'\'(0.375-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'','\'(0.125-0.375]\''}
@attribute Attribute-7 {'\'(0.625-inf)\'','\'(0.375-0.625]\'','\'(-inf-0.125]\'','\'(0.125-0.375]\''}
@attribute class {alive,all,answer}

@data
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.113282--0.003906]\'','\'(-inf--0.027344]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.375-0.625]\'','\'(0.625-inf)\'',all
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.183594--0.113282]\'','\'(-0.027344-0.058594]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.183594--0.113282]\'','\'(0.058594-0.238281]\'','\'(-0.035156--0.027344]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.300782--0.183594]\'','\'(0.058594-0.238281]\'','\'(-0.035156--0.027344]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.386718--0.300782]\'','\'(0.058594-0.238281]\'','\'(-0.035156--0.027344]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.699218--0.535156]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.699218--0.535156]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.035156--0.027344]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.050782--0.035156]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.050782--0.035156]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.058594-0.238281]\'','\'(-0.035156--0.027344]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.699218--0.535156]\'','\'(-0.027344-0.058594]\'','\'(-0.027344--0.003906]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.699218--0.535156]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.699218--0.535156]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(-inf-0.125]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(0.125-0.625]\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.535156--0.386718]\'','\'(0.238281-0.316406]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.386718--0.300782]\'','\'(0.238281-0.316406]\'','\'(-0.035156--0.027344]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.300782--0.183594]\'','\'(0.316406-0.433594]\'','\'(-0.027344--0.003906]\'','\'(0.125-0.208334]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.300782--0.183594]\'','\'(0.316406-0.433594]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.183594--0.113282]\'','\'(0.238281-0.316406]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.238281-0.316406]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.058594-0.238281]\'','\'(-0.027344--0.003906]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.058594-0.238281]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.058594-0.238281]\'','\'(-0.003906-0.011718]\'','\'(0.041667-0.125]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(0.058594-0.238281]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.058594-0.238281]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(0.058594-0.238281]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.003906-0.089844]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
'\'(-0.113282--0.003906]\'','\'(-0.027344-0.058594]\'','\'(-0.003906-0.011718]\'','\'(-inf-0.041667]\'','\'(0.125-inf)\'','\'(0.625-inf)\'','\'(0.625-inf)\'','\'(-inf-0.125]\'',answer
