Category_Code,Category_Description,Service_Code,Service_Code_Description,Service_Code_Unit_of_Measure,Container_Size,Is_Rental_Flag,Is_Service_Flag,Inscope_WP_Flag,Inscope_OC_Flag,Service_Lift_Type,Service_Waste_Stream,SK_Service,Activity_Name,Record_Volume,Source_System
580,MGB Commercial Recycling,586642,Remove 660LT Recycle Cart,EA,0,0,0,0,0,Rear Lift,Recycling,30847,C&I,0,VRP
280,Roll On Roll Off Recyclin,281242,Remove 12M Recycle Bin,EA,0,0,0,0,0,RORO,Recycling,73761,C&I,0,VRP
600,MGB Co-Mingle,602442,Remove 240LT Co-Mingle Ca,EA,0,0,0,0,0,Rear Lift,Co-Mingle,66220,C&I,0,VRP
190,Front Lift Co-Mingle,194541,Deliver 4.5M Co-Mingle Bi,EA,0,0,0,0,0,Front Lift,Co-Mingle,54496,C&I,0,VRP
290,Roll On Roll Off Recyc Pa,293107,Clear Cust 31M Recyc Pack,M3,31,0,1,0,0,RORO,Recycling,36790,C&I,1,VRP
350,Skips,350655,Futile 6.0M Skip,EA,0,0,1,0,0,N/A,N/A,48058,C&I,0,VRP
100,Front Lift,106641,Deliver 660LT Bin,EA,0,0,0,0,0,Front Lift,General Waste,76383,C&I,0,VRP
710,Septic,710056,Transportation P/Hour,HR,0,0,1,0,0,N/A,N/A,58867,Liquid,0,VRP
500,MGB Rear Lift,500142,Remove 1100LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,65324,C&I,0,VRP
500,MGB Rear Lift,502441,Deliver 240LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,55582,C&I,0,VRP
300,Lift On,300830,Tip P/Load 8.0M Bin (LO),EA,0,0,1,0,0,N/A,N/A,61133,C&I,0,VRP
180,Front Lift Recycling,183041,Deliver 3.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,66795,C&I,0,VRP
710,Septic,710142,Remove Portable Toilet,EA,0,0,0,0,0,N/A,N/A,71295,Liquid,0,VRP
500,MGB Rear Lift,502442,Remove 240lt Cart,EA,0,0,0,0,0,Rear Lift,General Waste,85246,C&I,0,VRP
200,Roll On Roll Off,203042,Remove 30M Bin,EA,0,0,0,0,0,RORO,General Waste,5178,C&I,0,VRP
300,Lift On,300533,Tip P/M3 5.0M Bin (LO),M3,0,0,1,0,0,N/A,N/A,54192,C&I,0,VRP
100,Front Lift,103040,Repair 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,89581,C&I,0,VRP
300,Lift On,301042,Remove 10M Bin (LO),EA,0,0,0,0,0,N/A,N/A,77273,C&I,0,VRP
500,MGB Rear Lift,500100,Clear 1100LT Cart,M3,1.1,0,1,1,1,Rear Lift,General Waste,75317,C&I,1,VRP
900,Miscellaneous,900061,Paper Invoice Fee,EA,0,0,0,0,0,N/A,N/A,80746,Sale of Other,0,VRP
180,Front Lift Recycling,181000,Clear 1.0M Recycle Bin,M3,1,0,1,0,1,Front Lift,Recycling,7090,C&I,1,VRP
180,Front Lift Recycling,184542,Remove 4.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,45911,C&I,0,VRP
300,Lift On,300641,Deliver 6.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,54060,C&I,0,VRP
580,MGB Commercial Recycling,586643,Exchange 660LT Recycle Ca,EA,0,0,0,0,0,Rear Lift,Recycling,71229,C&I,0,VRP
300,Lift On,301200,Clear 12M Bin (LO),M3,12,0,1,0,0,N/A,N/A,52896,C&I,1,VRP
100,Front Lift,104542,Remove 4.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,7609,C&I,0,VRP
500,MGB Rear Lift,500141,Deliver 1100LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,88232,C&I,0,VRP
660,MGB Medical\Pathological,664600,Clear 240LT Infect Bin,M3,0.24,0,1,0,0,N/A,N/A,15207,C&I,1,VRP
240,Hook Lift,240600,Clear 6.0M Bin (HL),M3,6,0,1,0,0,RORO,General Waste,82809,C&I,1,VRP
500,MGB Rear Lift,506643,Exchange 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,56299,C&I,0,VRP
550,MGB Hygienic,550014,12 Mth Rent Sanitary Bin,EA,0,1,0,0,0,N/A,N/A,87950,C&I,0,VRP
200,Roll On Roll Off,203042,Remove 30M Bin,EA,0,0,0,0,0,RORO,General Waste,39528,C&I,0,VRP
240,Hook Lift,243000,Clear 30M Bin (HL),M3,30,0,1,0,0,RORO,General Waste,51660,C&I,1,VRP
600,MGB Co-Mingle,606600,Clear 660LT Co-Mingle Car,M3,0.66,0,1,1,1,Rear Lift,Co-Mingle,80833,C&I,1,VRP
500,MGB Rear Lift,506641,Deliver 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,79951,C&I,0,VRP
240,Hook Lift,241072,Clear 10M Bin Nil Charge,M3,10,0,1,0,0,RORO,General Waste,59158,C&I,1,VRP
730,Grease Trap,730050,Grease Trap Serv P/Hour,HR,0,0,1,0,0,N/A,N/A,87390,Liquid,0,VRP
180,Front Lift Recycling,181542,Remove 1.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,90790,C&I,0,VRP
100,Front Lift,100048,Bars \ Locks \ Keys,EA,0,0,0,0,0,Front Lift,General Waste,52732,C&I,0,VRP
710,Septic,710110,Rent Portable Toilet,EA,0,1,0,0,0,N/A,N/A,19813,Liquid,0,VRP
180,Front Lift Recycling,180048,Bars \ Locks \ Keys,EA,0,0,0,0,0,Front Lift,Recycling,8330,C&I,0,VRP
410,Subcontractor Front Lift,413040,Repair 3.0M Bin,EA,0,0,0,0,0,N/A,N/A,84316,C&I,0,VRP
100,Front Lift,103000,Clear 3.0M Bin,M3,3,0,1,1,1,Front Lift,General Waste,61218,C&I,1,VRP
500,MGB Rear Lift,500049,Sundry Item,EA,0,0,0,0,0,Rear Lift,General Waste,54540,C&I,0,VRP
500,MGB Rear Lift,501000,Clear 1.0M Bin,M3,1,0,1,1,1,Rear Lift,General Waste,47936,C&I,1,VRP
300,Lift On,301242,Remove 12M Bin (LO),EA,0,0,0,0,0,N/A,N/A,59710,C&I,0,VRP
570,MGB Confidential,572441,Deliver 240LT Conf Cart,EA,0,0,0,0,0,N/A,N/A,65376,C&I,0,VRP
600,MGB Co-Mingle,601110,Rent 1100LT Co-Mingle Car,EA,0,1,0,0,0,Rear Lift,Co-Mingle,75450,C&I,0,VRP
630,MGB Bio Can Sharps,630500,Service 5.0LT Bio Sharps,M3,0.01,0,1,0,0,N/A,N/A,21225,C&I,1,VRP
900,Miscellaneous,900061,Paper Invoice Fee,EA,0,0,0,0,0,N/A,N/A,89262,Sale of Other,0,VRP
980,GST,980000,Goods and Service Tax,EA,0,0,0,0,0,N/A,N/A,72561,Sale of Other,0,VRP
500,MGB Rear Lift,506600,Clear 660LT Cart,M3,0.66,0,1,1,1,Rear Lift,General Waste,45654,C&I,1,VRP
290,Roll On Roll Off Recyc Pa,290294,Rebate for Cardboard,TON,0,0,1,0,0,RORO,Recycling,83209,Rebate,0,VRP
350,Skips,350332,Tip P/Tonne 3.0M Skip Bin,TON,0,0,1,0,0,N/A,N/A,64634,C&I,0,VRP
580,MGB Commercial Recycling,582443,Exchange 240LT Recyc Cart,EA,0,0,0,0,0,Rear Lift,Recycling,79959,C&I,0,VRP
300,Lift On,300932,Tip P/Tonne 9.0M Bin (LO),TON,0,0,1,0,0,N/A,N/A,79028,C&I,0,VRP
190,Front Lift Co-Mingle,194542,Remove 4.5M Co-Mingle Bin,EA,0,0,0,0,0,Front Lift,Co-Mingle,89787,C&I,0,VRP
900,Miscellaneous,900000,Late Payment Fee,EA,0,0,0,0,0,N/A,N/A,76721,Sale of Other,0,VRP
580,MGB Commercial Recycling,582411,Rent Monthly 240LT Recycl,EA,0,1,0,0,0,Rear Lift,Recycling,59453,C&I,0,VRP
500,MGB Rear Lift,501143,Exchange 1.1M Bin,EA,0,0,0,0,0,Rear Lift,General Waste,38305,C&I,0,VRP
471,Subcontractor Septic,471021,Septic Service P/LTR,LTR,0,0,1,0,0,N/A,N/A,85921,C&I,0,VRP
500,MGB Rear Lift,502472,Clear 240LT Cart Nil Chg,M3,0.24,0,1,0,0,Rear Lift,General Waste,83509,C&I,1,VRP
240,Hook Lift,242011,Rent Monthly 20M Bin (HL),EA,0,1,0,0,0,RORO,General Waste,72164,C&I,0,VRP
730,Grease Trap,730000,Grease Trap Serv P/Load,EA,0,0,1,0,0,N/A,N/A,69231,Liquid,0,VRP
992,Adjustments,999000,Transfer Father A/C,EA,0,0,0,0,0,N/A,N/A,51844,Sale of Other,0,VRP
100,Front Lift,103044,Relocate 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,38881,C&I,0,VRP
500,MGB Rear Lift,500002,Waste In Bin On Removal,M3,1,0,1,0,0,Rear Lift,General Waste,67451,C&I,1,VRP
210,Roll On Roll Off Packer,212332,Tip P/Tonne 23M Packer,TON,0,0,1,0,0,RORO,General Waste,9588,C&I,0,VRP
670,MGB Side Lift Recycling,671140,Repair 1100LT Recycle,EA,0,0,0,0,0,N/A,N/A,48436,C&I,0,VRP
350,Skips,353100,Clear 31M Skip Bin,M3,31,0,1,0,0,N/A,N/A,46398,C&I,1,VRP
992,Adjustments,999944,Reallocation Jnl DR - GST,EA,0,0,0,0,0,N/A,N/A,69189,Sale of Other,0,VRP
580,MGB Commercial Recycling,586610,Rent 660LT Recycle Cart,EA,0,1,0,0,0,Rear Lift,Recycling,77127,C&I,0,VRP
180,Front Lift Recycling,184500,Clear 4.5M Recycle Bin,M3,4.5,0,1,0,1,Front Lift,Recycling,75665,C&I,1,VRP
350,Skips,350342,Remove 3.0M Skip Bin,EA,0,0,0,0,0,N/A,N/A,13180,C&I,0,VRP
240,Hook Lift,241542,Remove 15M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,54530,C&I,0,VRP
200,Roll On Roll Off,201541,Deliver 15M Bin,EA,0,0,0,0,0,RORO,General Waste,28316,C&I,0,VRP
100,Front Lift,104500,Clear 4.5M Bin,M3,4.5,0,1,1,1,Front Lift,General Waste,63101,C&I,1,VRP
130,Front Lift Organic,130078,Charge Contaminated Load,EA,0,0,0,0,0,Front Lift,Organic,62341,C&I,0,VRP
730,Grease Trap,730000,Grease Trap Serv P/Load,EA,0,0,1,0,0,N/A,N/A,67080,Liquid,0,VRP
200,Roll On Roll Off,201241,Deliver 12M Bin,EA,0,0,0,0,0,RORO,General Waste,82553,C&I,0,VRP
500,MGB Rear Lift,501172,Clear 1.1M Bin Nil Charge,M3,1.1,0,1,0,0,Rear Lift,General Waste,46898,C&I,1,VRP
100,Front Lift,101140,Repair 1.1M Bin,EA,0,0,0,0,0,Front Lift,General Waste,22498,C&I,0,VRP
900,Miscellaneous,900064,On-call Booking Charge,EA,0,0,0,0,0,N/A,N/A,43674,Sale of Other,0,VRP
580,MGB Commercial Recycling,589672,Clear Rec Bag No Charge,M3,1,0,1,0,0,Rear Lift,Recycling,43914,C&I,1,VRP
350,Skips,350400,Clear 4.0M Skip Bin,M3,4,0,1,0,0,N/A,N/A,2005,C&I,1,VRP
100,Front Lift,101511,Rent Monthly 1.5M Bin,EA,0,1,0,0,0,Front Lift,General Waste,59633,C&I,0,VRP
100,Front Lift,100068,FL Wkly Sched VisitCharge,EA,0,0,1,0,0,Front Lift,General Waste,88299,C&I,0,VRP
240,Hook Lift,241010,Rent 10M Bin (HL),EA,0,1,0,0,0,RORO,General Waste,72998,C&I,0,VRP
300,Lift On,300642,Remove 6.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,81777,C&I,0,VRP
300,Lift On,300641,Deliver 6.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,66929,C&I,0,VRP
240,Hook Lift,240642,Remove 6.0M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,82318,C&I,0,VRP
500,MGB Rear Lift,506641,Deliver 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,57811,C&I,0,VRP
600,MGB Co-Mingle,602441,Deliver 240LT Co-Mingle C,EA,0,0,0,0,0,Rear Lift,Co-Mingle,50394,C&I,0,VRP
180,Front Lift Recycling,183010,Rent 3.0M Recycle Bin,EA,0,1,0,0,0,Front Lift,Recycling,85560,C&I,0,VRP
350,Skips,350644,Relocate 6.0M Skip Bin,EA,0,0,0,0,0,N/A,N/A,45000,C&I,0,VRP
240,Hook Lift,240051,Truck Hire P/Hour,HR,0,0,0,0,0,RORO,General Waste,64802,C&I,0,VRP
100,Front Lift,102641,Deliver 2.6M Bin,EA,0,0,0,0,0,Front Lift,General Waste,58625,C&I,0,VRP
180,Front Lift Recycling,186042,Remove 6.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,89107,C&I,0,VRP
580,MGB Commercial Recycling,586600,Clear 660LT Recycle Cart,M3,0.66,0,1,0,1,Rear Lift,Recycling,6107,C&I,1,VRP
510,MGB Commercial Refuse,512410,Rent 240LT Cart,EA,0,1,0,0,0,N/A,N/A,57759,C&I,0,VRP
580,MGB Commercial Recycling,582300,Clear 240LT PaperRec Cart,M3,0.24,0,1,0,1,Rear Lift,Recycling,79287,C&I,1,VRP
710,Septic,710076,EPA Docket Charge,EA,0,0,0,0,0,N/A,N/A,50713,Liquid,0,VRP
100,Front Lift,101510,Rent 1.5M Bin,EA,0,1,0,0,0,Front Lift,General Waste,11951,C&I,0,VRP
180,Front Lift Recycling,182000,Clear 2.0M Recycle Bin,M3,2,0,1,0,1,Front Lift,Recycling,79838,C&I,1,VRP
100,Front Lift,100048,Bars \ Locks \ Keys,EA,0,0,0,0,0,Front Lift,General Waste,59850,C&I,0,VRP
180,Front Lift Recycling,183072,Clear 3.0M Rec Nil Charge,M3,3,0,1,0,0,Front Lift,Recycling,10453,C&I,1,VRP
100,Front Lift,103010,Rent 3.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,50946,C&I,0,VRP
700,Liquid,700151,Truck Hire P/Load,EA,0,0,0,0,0,N/A,N/A,55678,Liquid,0,VRP
100,Front Lift,100048,Bars \ Locks \ Keys,EA,0,0,0,0,0,Front Lift,General Waste,71538,C&I,0,VRP
350,Skips,350911,Rent Monthly 9.0M Skip Bi,EA,0,1,0,0,0,N/A,N/A,65238,C&I,0,VRP
470,Subcontractor Liquid,470052,Labour Hire P/Hour,HR,0,0,0,0,0,N/A,N/A,52568,C&I,0,VRP
700,Liquid,704700,TripleIntercept Serv P/Ld,EA,0,0,1,0,0,N/A,N/A,72177,Liquid,0,VRP
600,MGB Co-Mingle,606643,Exchange 660LT Co-Mingle,EA,0,0,0,0,0,Rear Lift,Co-Mingle,48064,C&I,0,VRP
100,Front Lift,101542,Remove 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,67724,C&I,0,VRP
180,Front Lift Recycling,183000,Clear 3.0M Recycle Bin,M3,3,0,1,0,1,Front Lift,Recycling,51834,C&I,1,VRP
300,Lift On,300942,Remove 9.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,58757,C&I,0,VRP
180,Front Lift Recycling,184500,Clear 4.5M Recycle Bin,M3,4.5,0,1,0,1,Front Lift,Recycling,38883,C&I,1,VRP
350,Skips,350300,Clear 3.0M Skip Bin,M3,3,0,1,0,0,N/A,N/A,89173,C&I,1,VRP
580,MGB Commercial Recycling,581472,Clear 140LT Recyc Nil Chg,M3,0.14,0,1,0,0,Rear Lift,Recycling,88710,C&I,1,VRP
180,Front Lift Recycling,184542,Remove 4.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,89661,C&I,0,VRP
180,Front Lift Recycling,183000,Clear 3.0M Recycle Bin,M3,3,0,1,0,1,Front Lift,Recycling,79593,C&I,1,VRP
180,Front Lift Recycling,183041,Deliver 3.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,77966,C&I,0,VRP
290,Roll On Roll Off Recyc Pa,293007,Clear Cust 30M Recyc Pack,M3,30,0,1,0,0,RORO,Recycling,73742,C&I,1,VRP
100,Front Lift,104572,Clear 4.5M Bin Nil Charge,M3,4.5,0,1,0,0,Front Lift,General Waste,50586,C&I,1,VRP
350,Skips,350632,Tip P/Tonne 6.0M Skip Bin,TON,0,0,1,0,0,N/A,N/A,52024,C&I,0,VRP
250,Hook Lift Packer,253042,Remove 30M Packer (HL),EA,0,0,0,0,0,RORO,General Waste,79913,C&I,0,VRP
500,MGB Rear Lift,502472,Clear 240LT Cart Nil Chg,M3,0.24,0,1,0,0,Rear Lift,General Waste,7858,C&I,1,VRP
300,Lift On,300632,Tip P/Tonne 6.0M Bin (LO),TON,0,0,1,0,0,N/A,N/A,84855,C&I,0,VRP
500,MGB Rear Lift,500110,Rent 1100LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,59646,C&I,0,VRP
500,MGB Rear Lift,500062,Charge Weekend Service,EA,0,0,0,0,0,Rear Lift,General Waste,92286,C&I,0,VRP
840,Product Destruction,840956,Transportation P/Qty,EA,0,0,1,0,0,N/A,N/A,77325,C&I,0,VRP
580,MGB Commercial Recycling,586672,Clear 660LT Rec Nil Chg,M3,0.66,0,1,0,0,Rear Lift,Recycling,20591,C&I,1,VRP
100,Front Lift,104543,Exchange 4.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,63373,C&I,0,VRP
100,Front Lift,101542,Remove 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,83205,C&I,0,VRP
700,Liquid,700010,Rent Liquid Container,EA,0,1,0,0,0,N/A,N/A,50309,Liquid,0,VRP
110,Front Lift Packer,110045,Bin Cleaning,EA,0,0,0,0,0,N/A,N/A,60845,C&I,0,VRP
290,Roll On Roll Off Recyc Pa,290294,Rebate for Cardboard,TON,0,0,1,0,0,RORO,Recycling,42023,Rebate,0,VRP
190,Front Lift Co-Mingle,194500,Clear 4.5M Co-Mingle Bin,M3,4.5,0,1,1,1,Front Lift,Co-Mingle,61841,C&I,1,VRP
500,MGB Rear Lift,501110,Rent 1.1M Bin,EA,0,1,0,0,0,Rear Lift,General Waste,87312,C&I,0,VRP
500,MGB Rear Lift,506641,Deliver 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,76503,C&I,0,VRP
300,Lift On,300672,Clear 6.0M Bin Nil Charge,M3,6,0,1,0,0,N/A,N/A,57822,C&I,1,VRP
200,Roll On Roll Off,201541,Deliver 15M Bin,EA,0,0,0,0,0,RORO,General Waste,19430,C&I,0,VRP
600,MGB Co-Mingle,601200,Clear 120LT Co-Mingle Car,M3,0.12,0,1,1,1,Rear Lift,Co-Mingle,67425,C&I,1,VRP
350,Skips,350800,Clear 8.0M Skip Bin,M3,8,0,1,0,0,N/A,N/A,44858,C&I,1,VRP
500,MGB Rear Lift,500045,Bin Cleaning,EA,0,0,0,0,0,Rear Lift,General Waste,77781,C&I,0,VRP
100,Front Lift,101011,Rent Monthly 1.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,67552,C&I,0,VRP
200,Roll On Roll Off,201232,Tip P/Tonne 12M Bin,TON,0,0,1,0,0,RORO,General Waste,57777,C&I,0,VRP
900,Miscellaneous,900061,Paper Invoice Fee,EA,0,0,0,0,0,N/A,N/A,76210,Sale of Other,0,VRP
210,Roll On Roll Off Packer,212300,Clear 23M Packer,M3,23,0,1,0,0,RORO,General Waste,5572,C&I,1,VRP
456,Subcontractor MGB Clinical,459642,Remove 64LT Clinical Bin,EA,0,0,0,0,0,N/A,N/A,77280,C&I,0,VRP
100,Front Lift,100067,FL Wkly Weight Charge,TON,0,0,1,0,0,Front Lift,General Waste,69271,C&I,0,VRP
300,Lift On,300932,Tip P/Tonne 9.0M Bin (LO),TON,0,0,1,0,0,N/A,N/A,83400,C&I,0,VRP
180,Front Lift Recycling,184541,Deliver 4.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,86448,C&I,0,VRP
580,MGB Commercial Recycling,581170,Contract Clear 1100LT Rec,M3,1.1,0,1,0,0,Rear Lift,Recycling,58580,C&I,1,VRP
250,Hook Lift Packer,253011,Rent Monthly 30M Packer (,EA,0,1,0,0,0,RORO,General Waste,81182,C&I,0,VRP
500,MGB Rear Lift,501100,Clear 1.1M Bin,M3,1.1,0,1,1,1,Rear Lift,General Waste,27829,C&I,1,VRP
100,Front Lift,101541,Deliver 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,67487,C&I,0,VRP
900,Miscellaneous,900064,On-call Booking Charge,EA,0,0,0,0,0,N/A,N/A,87105,Sale of Other,0,VRP
650,MGB Pathological\Infectio,651900,Service 19LT P&I Sharps,M3,0.02,0,1,0,0,N/A,N/A,21982,C&I,1,VRP
500,MGB Rear Lift,500110,Rent 1100LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,43657,C&I,0,VRP
100,Front Lift,104500,Clear 4.5M Bin,M3,4.5,0,1,1,1,Front Lift,General Waste,80344,C&I,1,VRP
180,Front Lift Recycling,183007,Clear Customer 3.0M Recyc,M3,3,0,1,0,1,Front Lift,Recycling,65560,C&I,1,VRP
992,Adjustments,999000,Transfer Father A/C,EA,0,0,0,0,0,N/A,N/A,65865,Sale of Other,0,VRP
500,MGB Rear Lift,502443,Exchange 240LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,77343,C&I,0,VRP
580,MGB Commercial Recycling,581143,Exchange 1100LT Recycle C,EA,0,0,0,0,0,Rear Lift,Recycling,378,C&I,0,VRP
280,Roll On Roll Off Recyclin,280055,Charge Attendance,EA,0,0,0,0,0,RORO,Recycling,76516,C&I,0,VRP
100,Front Lift,101000,Clear 1.0M Bin,M3,1,0,1,1,1,Front Lift,General Waste,37021,C&I,1,VRP
280,Roll On Roll Off Recyclin,280294,Rebate for Cardboard,TON,0,0,1,0,0,RORO,Recycling,1493,Rebate,0,VRP
457,Subcontractor MGB Confidential,457272,Clear 240LT Conf Nil Chg,M3,0.24,0,1,0,0,N/A,N/A,67154,C&I,1,VRP
992,Adjustments,998000,Transfer Father A/C - GST,EA,0,0,0,0,0,N/A,N/A,63018,Sale of Other,0,VRP
120,Front Lift Feeder Bins,121510,Rent 1.5M Tippler Bin,EA,0,1,0,0,0,N/A,N/A,42295,C&I,0,VRP
350,Skips,351541,Deliver 15M Skip Bin,EA,0,0,0,0,0,N/A,N/A,13701,C&I,0,VRP
100,Front Lift,100066,FL Wkly Extra VisitCharge,EA,0,0,1,0,0,Front Lift,General Waste,51132,C&I,0,VRP
580,MGB Commercial Recycling,580141,Deliver 1.1M Recycle Cart,EA,0,0,0,0,0,Rear Lift,Recycling,67665,C&I,0,VRP
580,MGB Commercial Recycling,581143,Exchange 1100LT Recycle C,EA,0,0,0,0,0,Rear Lift,Recycling,80442,C&I,0,VRP
200,Roll On Roll Off,202042,Remove 20M Bin,EA,0,0,0,0,0,RORO,General Waste,57069,C&I,0,VRP
580,MGB Commercial Recycling,582442,Remove 240LT Recycle Cart,EA,0,0,0,0,0,Rear Lift,Recycling,77443,C&I,0,VRP
570,MGB Confidential,572400,Clear 240LT Conf Cart,M3,0.24,0,1,0,0,N/A,N/A,79166,C&I,1,VRP
580,MGB Commercial Recycling,580001,Removal of Loose Recycle,M3,1,0,1,0,0,Rear Lift,Recycling,64929,C&I,1,VRP
500,MGB Rear Lift,502472,Clear 240LT Cart Nil Chg,M3,0.24,0,1,0,0,Rear Lift,General Waste,50331,C&I,1,VRP
480,Subcontractor Miscellaneo,480536,Tip P/Qty Paint & Resins,EA,0,0,1,0,0,N/A,N/A,63903,C&I,0,VRP
580,MGB Commercial Recycling,581100,Clear 1100LT Recycle Cart,M3,1.1,0,1,0,1,Rear Lift,Recycling,46541,C&I,1,VRP
900,Miscellaneous,900088,Environmental Fee,EA,0,0,0,0,0,N/A,N/A,16312,Sale of Other,0,VRP
180,Front Lift Recycling,183011,Rent Monthly 3.0M Recycle,EA,0,1,0,0,0,Front Lift,Recycling,25848,C&I,0,VRP
100,Front Lift,103040,Repair 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,87692,C&I,0,VRP
100,Front Lift,103041,Deliver 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,48415,C&I,0,VRP
200,Roll On Roll Off,201242,Remove 12M Bin,EA,0,0,0,0,0,RORO,General Waste,88195,C&I,0,VRP
660,MGB Medical\Pathological,660055,Charge Attendance,EA,0,0,0,0,0,N/A,N/A,41402,C&I,0,VRP
600,MGB Co-Mingle,606642,Remove 660LT Co-Mingle Ca,EA,0,0,0,0,0,Rear Lift,Co-Mingle,75039,C&I,0,VRP
300,Lift On,300933,Tip P/M3 9.0M Bin (LO),M3,0,0,1,0,0,N/A,N/A,82576,C&I,0,VRP
150,Front Lift Clean Up,153042,Remove 3.0M Clean Up Bin,EA,0,0,0,0,0,N/A,N/A,72786,C&I,0,VRP
580,MGB Commercial Recycling,586642,Remove 660LT Recycle Cart,EA,0,0,0,0,0,Rear Lift,Recycling,54131,C&I,0,VRP
100,Front Lift,103041,Deliver 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,54837,C&I,0,VRP
900,Miscellaneous,900088,Environmental Fee,EA,0,0,0,0,0,N/A,N/A,70570,Sale of Other,0,VRP
100,Front Lift,103507,Clear Customer 3.5M Bin,M3,3.5,0,1,0,0,Front Lift,General Waste,2585,C&I,1,VRP
180,Front Lift Recycling,186043,Exchange 6.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,54432,C&I,0,VRP
100,Front Lift,104541,Deliver 4.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,41272,C&I,0,VRP
555,MGB Refresh Hygienic,557071,Extra Serv Auto SaniPod,EA,0,0,0,0,0,N/A,N/A,52027,C&I,0,VRP
100,Front Lift,104507,Clear Customer 4.5M Bin,M3,4.5,0,1,1,1,Front Lift,General Waste,91845,C&I,1,VRP
580,MGB Commercial Recycling,581140,Repair 1100LT Recycle,EA,0,0,0,0,0,Rear Lift,Recycling,51566,C&I,0,VRP
900,Miscellaneous,900074,Waste Plus(Excess Weight),EA,0,0,0,0,0,N/A,N/A,52888,Sale of Other,0,VRP
350,Skips,350832,Tip P/Tonne 8.0M Skip Bin,TON,0,0,1,0,0,N/A,N/A,84827,C&I,0,VRP
350,Skips,350200,Clear 2.0M Skip Bin,M3,2,0,1,0,0,N/A,N/A,71884,C&I,1,VRP
200,Roll On Roll Off,202032,Tip P/Tonne 20M Bin,TON,0,0,1,0,0,RORO,General Waste,40272,C&I,0,VRP
560,MGB Clinical,562441,Deliver 240LT Clinical Bi,EA,0,0,0,0,0,N/A,N/A,19193,C&I,0,VRP
300,Lift On,300300,Clear 3.0M Bin (LO),M3,3,0,1,0,0,N/A,N/A,91114,C&I,1,VRP
600,MGB Co-Mingle,601107,Clear Cust 1100LT Co-Ming,M3,1.1,0,1,1,1,Rear Lift,Co-Mingle,56655,C&I,1,VRP
660,MGB Medical\Pathological,660049,Sundry Item,EA,0,0,0,0,0,N/A,N/A,57033,C&I,0,VRP
240,Hook Lift,242041,Deliver 20M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,78059,C&I,0,VRP
240,Hook Lift,243072,Clear 30M Bin Nil Charge,M3,30,0,1,0,0,RORO,General Waste,79568,C&I,1,VRP
240,Hook Lift,241500,Clear 15M Bin (HL),M3,15,0,1,0,0,RORO,General Waste,76156,C&I,1,VRP
100,Front Lift,101542,Remove 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,64704,C&I,0,VRP
456,Subcontractor MGB Clinical,456021,Clear Clinical Waste P/KG,KG,1,0,1,0,0,N/A,N/A,63169,C&I,1,VRP
500,MGB Rear Lift,500100,Clear 1100LT Cart,M3,1.1,0,1,1,1,Rear Lift,General Waste,97025,C&I,1,VRP
560,MGB Clinical,560047,Bin Liners,EA,0,0,0,0,0,N/A,N/A,21223,C&I,0,VRP
