Account_ANZSIC,WPF_Flag,LPF_Flag,OCF_Flag,PIF_Flag,Lead_Source,Payment_Terms,EVF_Flag,Weekend_Surcharge_Flag,Account_Number,Area,Banding,Billing_Cycle,Group_Code,Site_Address_City,Site_Address_Postcode,Account_Start_Date,Account_Start_Month_Date,Billing_Address_State,Account_Status,Account_Type,VRP_Instance,VRP_Industrial_Municipal,Paper_Invoice_Billing_Cycle_Flag,SK_Customer,Account_Stop_Date,Account_Restart_Date,Account_Suspend_Date,Account_Stop_Month_Date,Account_Restart_Month_Date,Account_Suspend_Month_Date,Sub_Banding,Account_User_Number,Billing_Address_Postcode,SK_Account_Restart_Date,SK_Account_Restart_Month_Date,SK_Account_Start_Date,SK_Account_Start_Month_Date,SK_Account_Stop_Date,SK_Account_Stop_Month_Date,SK_Account_Suspend_Date,SK_Account_Suspend_Month_Date,Source_System,Accountable_Territory_Manager_Code,Uprate_Category,Company_ID,ANZSIC_Division,ANZSIC_Subdivision,ANZSIC_Group,Futile_Reason_Code,Area_Depot_Description,Site_ID,Is_Contracted,Is_NewBusiness
E301,1,1,0,1,E,14,0,0,80768855,VTN,Inside Sales,MEO,GEN,ASCOT VALE,3032,2020-01-16,2020-01-01,VIC,A,T,345,I,0,4071303,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,3032,NULL,NULL,20200116,20200101,NULL,NULL,NULL,NULL,VRP,3303,GEN,8,Construction,Building Construction,Residential Building Construction,",B,BN,CO,G,L,SH,SL,SO,WA,",Metro Northern,NULL,NULL,0
M693,0,1,0,1,E,NULL,1,0,19263556,NEP,Unassigned,M2O,GEN,HURSTVILLE,2220,2010-01-06,2010-01-01,NSW,C,D,310,I,1,1187234,2020-08-25,NULL,NULL,2020-08-01,NULL,NULL,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,5,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Legal and Accounting Services,NULL,Erskine Park,NULL,NULL,0
E301,1,1,1,0,E,30,0,0,73290552,WMA,National,ME2,DUR,NORTHBRIDGE,6003,2017-12-14,2017-12-01,WA,Z,A,170,I,0,2281392,2018-12-14,NULL,NULL,2018-12-01,NULL,NULL,National,72931079,6947,NULL,NULL,20171214,20171201,20181214,20181201,NULL,NULL,VRP,NULL,GEN,4,Construction,Building Construction,Residential Building Construction,"B,BN,CO,G,L,SH,SL,SO,WA",Malaga,NULL,NULL,0
C133,0,0,0,1,E,30,0,0,18638529,NTM,Mid Market,M9O,TRC,BARRABA,2347,2006-07-01,2006-07-01,NSW,A,A,320,I,0,1567794,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,2340,NULL,NULL,20060701,20060701,NULL,NULL,NULL,NULL,VRP,2737,LOC,6,Manufacturing,"Textile, Leather, Clothing and Footwear Manufacturing",Textile Product Manufacturing,NULL,Tamworth,NULL,1,0
E324,0,1,0,1,C,14,1,0,80381562,VBE,SME,M1E,GEN,GOLDEN SQUARE,3555,2020-03-10,2020-03-01,VIC,C,T,824,I,0,2218015,2020-03-27,NULL,NULL,2020-03-01,NULL,NULL,SME,NULL,3555,NULL,NULL,20200310,20200301,20200327,20200301,NULL,NULL,VRP,3225,GEN,23,Construction,Construction Services,Building Completion Services,"B,BN,CO,G,L,SH,SL,SO,WA",Bendigo,NULL,NULL,0
O754,0,0,0,0,T,30,0,0,13800017,QFC,SME,PNQ,QCS,ALDERSHOT,4650,2019-06-21,2019-06-01,QLD,A,INP,701,I,0,2056880,NULL,NULL,NULL,NULL,NULL,NULL,SME,QCS,4014,NULL,NULL,20190621,20190601,NULL,NULL,NULL,NULL,VRP,4017,STA,15,Public Administration and Safety,Public Administration,Justice,NULL,Fraser Coast Regional Council,2301005,NULL,0
NULL,1,1,1,1,A,14,1,0,80567703,NWO,SME,MEW,GEN,MENANGLE,2568,2020-02-20,2020-02-01,NSW,A,T,310,I,0,605964,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,2200,NULL,NULL,20200220,20200201,NULL,NULL,NULL,NULL,VRP,2331,GEN,5,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Wollongong,NULL,NULL,0
H451,1,1,1,1,N,14,1,0,48890447,SPA,Inside Sales,MEI,GEN,MUNNO PARA,5115,2018-07-20,2018-07-01,SA,L,D,360,I,0,285773,2019-01-08,NULL,2018-11-30,2019-01-01,NULL,2018-11-01,Inside Sales,NULL,5115,NULL,NULL,20180720,20180701,20190108,20190101,20181130,20181101,VRP,1210,GEN,10,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services","B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,NULL,0
E301,0,0,0,0,E,30,0,0,82037283,QSS,SME,MEC,GEN,VICTORIA POINT,4165,2020-12-15,2020-12-01,QLD,C,T,110,I,0,2392775,2021-08-15,NULL,NULL,2021-08-01,NULL,NULL,SME,FUSCEX,4161,NULL,NULL,20201215,20201201,20210815,20210801,NULL,NULL,VRP,4295,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
M693,1,1,1,1,E,14,1,0,19334846,NEP,Inside Sales,MEO,GEN,BANKSTOWN,1885,2012-05-01,2012-05-01,NSW,A,D,310,I,0,1128074,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,1885,NULL,NULL,20120501,20120501,NULL,NULL,NULL,NULL,VRP,1356,GEN,5,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Legal and Accounting Services,"B,BN,CO,G,L,SH,SL,SO,WA",Erskine Park,NULL,0,0
E301,0,0,0,0,E,30,0,0,82079122,QSS,Unassigned,MPS,GEN,ALDERLEY,4051,2021-06-01,2021-06-01,QLD,C,T,110,I,0,3662818,2021-07-18,NULL,NULL,2021-07-01,NULL,NULL,Unassigned,FUSCEX,4506,NULL,NULL,20210601,20210601,20210718,20210701,NULL,NULL,VRP,4295,GEN,1,Construction,Building Construction,Residential Building Construction,"B,BN,CO,G,L,SH,SL,SO,WA",SmartSkip,NULL,NULL,0
NULL,0,0,0,0,C,0,0,0,53962660,WES,Inside Sales,DEO,GEN,ESPERANCE,6450,2021-07-02,2021-07-01,WA,C,ST,735,I,0,3668178,2021-07-09,NULL,NULL,2021-07-01,NULL,NULL,Inside Sales,NULL,6450,NULL,NULL,20210702,20210701,20210709,20210701,NULL,NULL,VRP,6709,GEN,18,NULL,NULL,NULL,NULL,WB Esperance IND,NULL,NULL,0
E301,0,1,0,0,E,30,0,1,82013211,QSS,SME,MEC,GEN,ROBERTSON,4109,2020-09-23,2020-09-01,QLD,C,T,110,I,0,2380771,2021-06-10,NULL,NULL,2021-06-01,NULL,NULL,SME,FUSCEX,4108,NULL,NULL,20200923,20200901,20210610,20210601,NULL,NULL,VRP,4286,GEN,1,Construction,Building Construction,Residential Building Construction,"B,BN,CO,G,L,SH,SL,SO,WA",SmartSkip,NULL,NULL,0
Q852,0,1,0,1,E,30,0,0,48675451,SPA,SME,MEI,146,MODBURY,5092,2010-12-15,2010-12-01,SA,A,B,360,I,0,439734,NULL,NULL,NULL,NULL,NULL,NULL,SME,3109,5034,NULL,NULL,20101215,20101201,NULL,NULL,NULL,NULL,VRP,5226,GEN,10,Health Care and Social Assistance,Medical and Other Health Care Services,Pathology and Diagnostic Imaging Services,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,1,0
M695,1,1,1,1,T,14,1,0,13714420,QBU,SME,MEO,GEN,BUNDABERG,4670,2008-07-01,2008-07-01,QLD,A,C,701,I,0,4012986,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,4670,NULL,NULL,20080701,20080701,NULL,NULL,NULL,NULL,VRP,4283,GEN,15,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Market Research and Statistical Services,"B,BN,CO,G,L,SH,SL,SO,WA",Bundaberg,NULL,0,0
Q860,0,1,0,0,A,130,0,0,27974299,NWW,SME,WEO,K00,ASHMONT,2650,2019-08-02,2019-08-01,NSW,C,T,804,I,0,2217784,2019-08-19,NULL,NULL,2019-08-01,NULL,NULL,SME,NULL,2650,NULL,NULL,20190802,20190801,20190819,20190801,NULL,NULL,VRP,2328,GEN,21,Health Care and Social Assistance,Residential Care Services,Residential Care Services,NULL,Wagga Wagga,NULL,NULL,0
C229,0,1,0,0,N,0,0,0,53926286,WGF,Inside Sales,WCC,GEN,LAMINGTON,6430,2018-11-27,2018-11-01,WA,Z,ST,735,I,0,964406,2018-12-13,NULL,NULL,2018-12-01,NULL,NULL,Inside Sales,NULL,6430,NULL,NULL,20181127,20181101,20181213,20181201,NULL,NULL,VRP,6502,GEN,18,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,NULL,Goldfields,NULL,NULL,0
E301,1,1,0,1,TFA,30,0,1,82088336,QSS,Inside Sales,MEC,M89,HILLCREST,4118,2021-07-05,2021-07-01,QLD,A,T,110,I,0,3668495,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,FUSCEX,4129,NULL,NULL,20210705,20210701,NULL,NULL,NULL,NULL,VRP,4296,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
E301,0,0,0,0,TFA,30,0,0,82028509,QSS,Inside Sales,MEC,M60,SOUTH RIPLEY,4306,2020-11-13,2020-11-01,QLD,C,T,110,I,0,2388106,2021-03-22,NULL,NULL,2021-03-01,NULL,NULL,Inside Sales,FUSCEX,4101,NULL,NULL,20201113,20201101,20210322,20210301,NULL,NULL,VRP,4285,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
E301,0,0,0,1,E,14,0,0,18367850,QBC,SME,MEO,GEN,BROWNS PLAINS,4118,2019-05-14,2019-05-01,QLD,Z,ST,110,I,0,866536,2019-06-20,NULL,NULL,2019-06-01,NULL,NULL,SME,FUSCEX,4129,NULL,NULL,20190514,20190501,20190620,20190601,NULL,NULL,VRP,4020,LOC,1,Construction,Building Construction,Residential Building Construction,NULL,Brisbane C&D,NULL,NULL,0
C149,1,1,1,1,N,14,1,0,10176255,QBW,SME,M2O,GEN,BOWEN,4805,2009-01-09,2009-01-01,QLD,A,D,125,I,1,4266248,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,4805,NULL,NULL,20090109,20090101,NULL,NULL,NULL,NULL,VRP,4298,GEN,2,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,"B,BN,CO,G,L,SH,SL,SO,WA,M",Bowen,NULL,0,0
G421,1,1,1,1,X,14,0,0,33009489,VCS,SME,MEC,GEN,MITCHAM,3132,2015-05-20,2015-05-01,VIC,A,D,345,I,0,451585,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3132,NULL,NULL,20150520,20150501,NULL,NULL,NULL,NULL,VRP,1210,GEN,8,Retail Trade,Other Store-Based Retailing,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing","B,BN,CO,SO,SH,WA,SL,L,G",Metro Southern,NULL,1,0
NULL,1,1,1,1,M,14,1,0,53733786,WNE,National,ME2,GEN,NEWMAN,6753,2012-07-30,2012-07-01,WA,A,A,735,I,0,916659,NULL,NULL,NULL,NULL,NULL,NULL,National,NULL,6017,NULL,NULL,20120730,20120701,NULL,NULL,NULL,NULL,VRP,6742,GEN,18,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Newman,NULL,0,0
NULL,0,0,0,0,T,30,0,0,80827040,VTN,Mid Market,MSO,E54,MELBOURNE,3001,2021-04-13,2021-04-01,VIC,A,A,345,I,0,3653218,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,3001,NULL,NULL,20210413,20210401,NULL,NULL,NULL,NULL,VRP,3022,STA,8,NULL,NULL,NULL,NULL,Metro Northern,NULL,0,0
S954,0,1,0,0,N,NULL,0,0,80344385,VMO,Mid Market,W11,CSH,TRARALGON,3844,2018-08-17,2018-08-01,VIC,C,ST,824,I,0,2372821,2018-08-29,NULL,NULL,2018-08-01,NULL,NULL,Mid Market,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,23,Other Services,Personal and Other Services,Religious Services,NULL,Morwell,NULL,NULL,0
NULL,0,0,0,0,N,0,0,0,73286551,WMS,Mid Market,COD,GEN,MOUNT NASURA,6112,2017-11-16,2017-11-01,WA,Z,ST,170,I,0,249293,2017-12-05,NULL,NULL,2017-12-01,NULL,NULL,Mid Market,CASWMS,6112,NULL,NULL,20171116,20171101,20171205,20171201,NULL,NULL,VRP,6501,GEN,4,NULL,NULL,NULL,NULL,Multiskips,NULL,NULL,0
G411,0,0,0,0,T,30,0,0,27932681,NBB,National,MCN,COL,BATEMANS BAY,2536,2017-08-01,2017-08-01,QLD,A,D,804,I,0,458646,NULL,NULL,NULL,NULL,NULL,NULL,National,NULL,4014,NULL,NULL,20170801,20170801,NULL,NULL,NULL,NULL,VRP,1527,NAT,21,Retail Trade,Food Retailing,Supermarket and Grocery Stores,NULL,Batemans Bay,0811,1,0
C246,0,0,0,1,T,30,0,0,73322274,WMA,Mid Market,ME2,791,SOUTH GUILDFORD,6055,2018-10-01,2018-10-01,WA,A,A,170,I,0,747998,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,WESTRAC,6936,NULL,NULL,20181001,20181001,NULL,NULL,NULL,NULL,VRP,6015,STA,4,Manufacturing,Machinery and Equipment Manufacturing,Specialised Machinery and Equipment Manufacturing,"B,BN,CO,G,L,SH,SL,SO,WA",Malaga,NULL,0,0
E301,0,0,0,0,Y,0,0,0,73467654,WMS,SME,WE4,GEN,BANKSIA GROVE,6031,2021-08-23,2021-08-01,WA,C,ST,170,I,0,3676378,2021-09-02,NULL,NULL,2021-09-01,NULL,NULL,SME,BOO001,6090,NULL,NULL,20210823,20210801,20210902,20210901,NULL,NULL,VRP,6501,SPEC,4,Construction,Building Construction,Residential Building Construction,NULL,Multiskips,NULL,NULL,0
Q851,1,1,1,1,N,14,1,0,80371731,VSH,SME,M9E,GEN,COBRAM,3644,2019-10-24,2019-10-01,VIC,A,C,824,I,0,4375777,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3644,NULL,NULL,20191024,20191001,NULL,NULL,NULL,NULL,VRP,3295,GEN,23,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,"B,BN,CO,G,L,SH,SL,SO,WA",Shepparton,NULL,1,0
H451,0,1,0,1,M,NULL,1,0,28279015,VBE,SME,M2O,GEN,CASTLEMAINE,3450,2010-10-15,2010-10-01,VIC,L,D,824,I,1,304737,2018-06-29,NULL,NULL,2018-06-01,NULL,NULL,SME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,23,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services",NULL,Bendigo,NULL,NULL,0
E321,1,1,1,1,N,14,1,0,80826445,VCS,Inside Sales,MEC,GEN,MULGRAVE,3170,2021-04-08,2021-04-01,VIC,A,D,345,I,0,4558620,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,3170,NULL,NULL,20210408,20210401,NULL,NULL,NULL,NULL,VRP,1351,GEN,8,Construction,Construction Services,Land Development and Site Preparation Services,"B,BN,CO,G,SL,SH,SO,L,WA",Metro Southern,NULL,1,0
A015,1,1,1,1,E,14,1,0,48861745,SPA,Inside Sales,MEI,GEN,BETHANY,5352,2018-02-12,2018-02-01,SA,C,D,360,I,0,3964293,2019-11-18,NULL,2019-11-08,2019-11-01,NULL,2019-11-01,Inside Sales,NULL,5352,NULL,NULL,20180212,20180201,20191118,20191101,20191108,20191101,VRP,5716,GEN,10,"Agriculture, Forestry and Fishing",Agriculture,Other Crop Growing,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,NULL,0
G400,0,0,0,0,T,30,0,0,73058803,WMA,National,WNQ,WPT,CANNING VALE,6155,2013-07-01,2013-07-01,QLD,Z,INP,170,I,0,3769239,2019-10-01,NULL,NULL,2019-10-01,NULL,NULL,National,0214708,4014,NULL,NULL,20130701,20130701,20191001,20191001,NULL,NULL,VRP,1500,NAT,4,Retail Trade,Fuel Retailing,Fuel Retailing,NULL,Malaga,4225,NULL,0
E301,0,1,0,0,E,30,0,0,18360255,QBC,SME,MEO,G09,KEPERRA,4054,2019-02-11,2019-02-01,QLD,Z,A,110,I,0,47295,2019-03-19,NULL,NULL,2019-03-01,NULL,NULL,SME,FUSCEX,4207,NULL,NULL,20190211,20190201,20190319,20190301,NULL,NULL,VRP,4243,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,Brisbane C&D,NULL,NULL,0
S955,0,0,0,0,N,0,0,0,73340372,WMS,Mid Market,COD,GEN,LESMURDIE,6076,2019-03-25,2019-03-01,WA,Z,ST,170,I,0,1520215,2019-04-30,NULL,NULL,2019-04-01,NULL,NULL,Mid Market,CASWMS,6076,NULL,NULL,20190325,20190301,20190430,20190401,NULL,NULL,VRP,6501,GEN,4,Other Services,Personal and Other Services,"Civic, Professional and Other Interest Group Services",NULL,Multiskips,NULL,NULL,0
M693,0,1,0,0,N,NULL,0,0,80327807,VMO,Mid Market,W11,CSH,TRARALGON,3844,2017-12-28,2017-12-01,VIC,C,ST,824,I,0,1932555,2018-01-18,NULL,NULL,2018-01-01,NULL,NULL,Mid Market,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,23,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Legal and Accounting Services,NULL,Morwell,NULL,NULL,0
L671,0,0,0,0,T,30,0,0,18378806,QBR,National,RNE,SJW,FERNY GROVE,4055,2019-08-28,2019-08-01,QLD,A,INP,110,I,0,4397526,NULL,NULL,NULL,NULL,NULL,NULL,National,FUSCEX,4014,NULL,NULL,20190828,20190801,NULL,NULL,NULL,NULL,VRP,1500,NAT,1,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Property Operators,"B,BN,CO,G,L,SH,SL,SO,WA",Brisbane North C&I,4251,NULL,0
Q852,0,1,0,1,TFA,14,0,1,82103348,QCP,Inside Sales,MSO,Q60,INALA,4077,2021-09-06,2021-09-01,QLD,A,A,110,I,0,3678933,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,FUSCEX,4101,NULL,NULL,20210906,20210901,NULL,NULL,NULL,NULL,VRP,4300,GEN,1,Health Care and Social Assistance,Medical and Other Health Care Services,Pathology and Diagnostic Imaging Services,NULL,Brisbane South C&I,NULL,1,0
L672,1,1,1,1,A,30,1,0,76146617,VNP,SME,MEN,GEN,DROMANA,3936,2015-01-20,2015-01-01,VIC,C,C,347,I,0,2210678,2021-08-28,NULL,NULL,2021-08-01,NULL,NULL,SME,NULL,3053,NULL,NULL,20150120,20150101,20210828,20210801,NULL,NULL,VRP,3748,GEN,9,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,"B,BN,CO,G,L,SH,SL,SO,WA",Nepean Waste,NULL,NULL,0
NULL,0,0,0,0,V,30,0,0,76186572,VNP,SME,MEN,GEN,ROSEBUD,3939,2017-07-01,2017-07-01,VIC,Z,INP,347,I,0,2044470,2017-12-12,NULL,2017-11-25,2017-12-01,NULL,2017-11-01,SME,ST LITTER,3931,NULL,NULL,20170701,20170701,20171212,20171201,20171125,20171101,VRP,3748,GEN,9,NULL,NULL,NULL,NULL,Nepean Waste,NULL,NULL,0
H453,0,1,0,1,T,14,0,1,18818034,NNC,Inside Sales,MEO,GEN,SPEERS POINT,2284,2019-07-01,2019-07-01,NSW,A,C,320,I,0,4110387,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,998063,2284,NULL,NULL,20190701,20190701,NULL,NULL,NULL,NULL,VRP,2335,U6%,6,Accommodation and Food Services,Food and Beverage Services,Clubs (Hospitality),NULL,Newcastle,NULL,1,0
C151,0,0,0,0,T,130,0,0,80796498,VCS,SME,MSO,OPA,LILYDALE,3140,2019-07-01,2019-07-01,VIC,A,RCT,345,I,0,4466020,NULL,NULL,NULL,NULL,NULL,NULL,SME,CLE3006,3018,NULL,NULL,20190701,20190701,NULL,NULL,NULL,NULL,VRP,1523,NAT,8,Manufacturing,"Pulp, Paper and Converted Paper Product Manufacturing","Pulp, Paper and Paperboard Manufacturing",NULL,Metro Southern,NULL,NULL,0
H453,1,1,1,1,C,14,0,0,80330067,VBE,SME,M1E,GEN,EPSOM,3551,2018-02-01,2018-02-01,VIC,A,D,824,I,0,3820343,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3551,NULL,NULL,20180201,20180201,NULL,NULL,NULL,NULL,VRP,3225,GEN,23,Accommodation and Food Services,Food and Beverage Services,Clubs (Hospitality),"B,BN,CO,G,L,SH,SL,SO,WA",Bendigo,NULL,0,0
G427,0,1,0,0,N,0,0,0,80416161,VWB,Mid Market,W11,CSH,STAWELL,3380,2020-07-24,2020-07-01,VIC,C,ST,824,I,0,1326246,2020-08-10,NULL,NULL,2020-08-01,NULL,NULL,Mid Market,NULL,3380,NULL,NULL,20200724,20200701,20200810,20200801,NULL,NULL,VRP,3754,GEN,23,Retail Trade,Other Store-Based Retailing,Pharmaceutical and Other Store-Based Retailing,NULL,Warrnambool,NULL,NULL,0
G400,0,0,0,0,T,30,0,0,48960030,SPA,National,ENG,EGF,PORT PIRIE,5540,2019-12-05,2019-12-01,QLD,A,INP,360,I,0,4622075,NULL,NULL,NULL,NULL,NULL,NULL,National,EGF,4014,NULL,NULL,20191205,20191201,NULL,NULL,NULL,NULL,VRP,1500,NAT,10,Retail Trade,Fuel Retailing,Fuel Retailing,"B,BN,CO,G,L,SH,SL,SO,WA",Port Adelaide,95501,NULL,0
M695,0,1,0,0,M,14,0,0,80352354,VAL,Mid Market,M5E,CSH,MITTA MITTA,3701,2018-12-17,2018-12-01,VIC,C,ST,824,I,0,4103043,2021-04-20,NULL,NULL,2021-04-01,NULL,NULL,Mid Market,NULL,3700,NULL,NULL,20181217,20181201,20210420,20210401,NULL,NULL,VRP,3748,GEN,23,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Market Research and Statistical Services,NULL,Albury,NULL,NULL,0
R912,1,1,1,1,Y,14,1,0,28047265,VBE,SME,M1E,GEN,HEPBURN SPRINGS,3461,1987-12-24,1987-12-01,VIC,A,D,824,I,0,779628,NULL,NULL,NULL,NULL,NULL,NULL,SME,119471,3461,NULL,NULL,19871224,19871201,NULL,NULL,NULL,NULL,VRP,3224,GEN,23,Arts and Recreation Services,Sports and Recreation Activities,Horse and Dog Racing Activities,"B,BN,CO,G,L,SH,SL,SO,WA",Bendigo,NULL,0,0
E301,0,0,0,0,TFA,30,0,0,82074912,QSS,SME,MEC,N02,SPRING MOUNTAIN,4124,2021-05-14,2021-05-01,QLD,C,T,110,I,0,3659779,2021-08-08,NULL,NULL,2021-08-01,NULL,NULL,SME,FUSCEX,4157,NULL,NULL,20210514,20210501,20210808,20210801,NULL,NULL,VRP,4296,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
G427,1,1,0,1,M,14,1,0,28350603,VBE,SME,M1E,G75,BENDIGO,3550,2012-08-23,2012-08-01,VIC,Z,B,824,I,0,815047,2019-01-22,NULL,NULL,2019-01-01,NULL,NULL,SME,NULL,3550,NULL,NULL,20120823,20120801,20190122,20190101,NULL,NULL,VRP,3225,GEN,23,Retail Trade,Other Store-Based Retailing,Pharmaceutical and Other Store-Based Retailing,"B,BN,CO,G,L,SH,SL,SO,WA",Bendigo,NULL,NULL,0
E301,0,1,0,0,A,NULL,0,0,18347162,QGB,SME,MSO,H52,SPRING MOUNTAIN,4124,2018-08-29,2018-08-01,QLD,C,ST,110,I,0,545871,2018-12-14,NULL,NULL,2018-12-01,NULL,NULL,SME,FUSCEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,1,Construction,Building Construction,Residential Building Construction,NULL,X/ Green Bins Industrial,NULL,NULL,0
B091,0,1,0,0,A,14,0,0,27991285,NCB,Inside Sales,MEO,GEN,THROSBY,2914,2020-06-02,2020-06-01,ACT,C,T,804,I,0,2098998,2020-10-02,NULL,NULL,2020-10-01,NULL,NULL,Inside Sales,NULL,2614,NULL,NULL,20200602,20200601,20201002,20201001,NULL,NULL,VRP,2306,GEN,21,Mining,Non-Metallic Mineral Mining and Quarrying,Construction Material Mining,",B,BN,CO,G,L,SH,SL,SO,WA,",Canberra,NULL,NULL,0
H440,1,1,0,1,M,145,0,0,80320599,VSH,SME,M9O,GEN,RUSHWORTH,3612,2017-09-20,2017-09-01,VIC,A,C,824,I,1,3893494,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3612,NULL,NULL,20170920,20170901,NULL,NULL,NULL,NULL,VRP,3295,GEN,23,Accommodation and Food Services,Accommodation,Accommodation,"B,BN,CO,G,L,SH,SL,SO,WA",Shepparton,NULL,1,0
B109,0,0,0,0,TFA,30,0,0,73426983,WPH,Mid Market,ME2,L64,PORT HEDLAND,6721,2020-10-26,2020-10-01,WA,C,B,170,I,0,2386058,2020-12-01,NULL,NULL,2020-12-01,NULL,NULL,Mid Market,NULL,6892,NULL,NULL,20201026,20201001,20201201,20201201,NULL,NULL,VRP,6700,GEN,4,Mining,Exploration and Other Mining Support Services,Other Mining Support Services,NULL,Port Hedland,NULL,NULL,0
Q853,1,1,1,1,M,14,1,0,48958596,SMG,SME,M2O,GEN,MOUNT GAMBIER,5290,2019-11-28,2019-11-01,SA,C,T,360,I,1,1615923,2019-12-09,NULL,NULL,2019-12-01,NULL,NULL,SME,NULL,5290,NULL,NULL,20191128,20191101,20191209,20191201,NULL,NULL,VRP,5209,GEN,10,Health Care and Social Assistance,Medical and Other Health Care Services,Allied Health Services,NULL,Mount Gambier,NULL,NULL,0
H440,1,1,0,1,N,14,1,0,73008718,WMA,Inside Sales,ME2,GEN,LEEDERVILLE,6007,2012-09-21,2012-09-01,WA,C,D,170,I,0,4334591,2019-04-23,NULL,NULL,2019-04-01,NULL,NULL,Inside Sales,72974969,6903,NULL,NULL,20120921,20120901,20190423,20190401,NULL,NULL,VRP,6273,GEN,4,Accommodation and Food Services,Accommodation,Accommodation,"B,BN,CO,G,L,SH,SL,SO,WA",Malaga,NULL,NULL,0
H451,0,0,0,0,N,7,0,0,53923597,WSW,Inside Sales,BCC,GEN,AUSTRALIND,6233,2018-10-12,2018-10-01,WA,Z,ST,735,I,0,2284088,2018-10-23,NULL,NULL,2018-10-01,NULL,NULL,Inside Sales,NULL,6229,NULL,NULL,20181012,20181001,20181023,20181001,NULL,NULL,VRP,6502,F1Y,18,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services",NULL,South West Waste,NULL,NULL,0
NULL,0,0,0,0,N,NULL,0,0,72920785,WMA,SME,ME2,GEN,BIBRA LAKE,6163,2011-05-13,2011-05-01,WA,Z,D,170,I,0,2328974,2018-04-24,NULL,NULL,2018-04-01,NULL,NULL,SME,72920785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,4,NULL,NULL,NULL,NULL,Malaga,NULL,NULL,0
